
--------------- EPISODE 0 ---------------
[Stats] step = 0 FPS = 0.0
[RL] Updates 0, num timesteps 16384, FPS 607, time 26.957418203353882 
objs =  [2966.65666551 5624.96135231] , weight =  tensor([0.3570, 0.6430])
objs =  [3380.36976106 3400.30146511] , weight =  tensor([0.8333, 0.1667])

--------------- EPISODE 1 ---------------
[Stats] step = 3276800 FPS = 646.8400195045042
tasks:
objs =  [4761.57581694 3604.06309485] , weight =  tensor([0.6691, 0.3309])
objs =  [3248.66128669 5720.4303516 ] , weight =  tensor([0.9835, 0.0165])
objs =  [2985.46894853 5823.01759565] , weight =  tensor([0.2000, 0.8000])
objs =  [3380.36976106 3400.30146511] , weight =  tensor([0.0606, 0.9394])
objs =  [4761.57581694 3604.06309485] , weight =  tensor([0.4000, 0.6000])
objs =  [4761.57581694 3604.06309485] , weight =  tensor([0.2528, 0.7472])

--------------- EPISODE 2 ---------------
[Stats] step = 3932160 FPS = 600.0696935871676
tasks:
objs =  [5222.86479562 3987.28083492] , weight =  tensor([0.8333, 0.1667])
objs =  [4706.60539906 4792.42404318] , weight =  tensor([0.5322, 0.4678])
objs =  [2993.04109639 5850.68927039] , weight =  tensor([0.2000, 0.8000])
objs =  [4706.60539906 4792.42404318] , weight =  tensor([0.2528, 0.7472])
objs =  [4706.60539906 4792.42404318] , weight =  tensor([0.4000, 0.6000])
objs =  [3085.03129069 5818.67612143] , weight =  tensor([0.7776, 0.2224])

--------------- EPISODE 3 ---------------
[Stats] step = 4587520 FPS = 569.8048907092248
tasks:
objs =  [4223.6598105  5503.99145154] , weight =  tensor([0.0606, 0.9394])
objs =  [6101.21096    3486.24196902] , weight =  tensor([0.5322, 0.4678])
objs =  [6101.21096    3486.24196902] , weight =  tensor([0.8333, 0.1667])
objs =  [5520.41919925 4814.75363002] , weight =  tensor([0.4000, 0.6000])
objs =  [4223.6598105  5503.99145154] , weight =  tensor([0.4000, 0.6000])
objs =  [6101.21096    3486.24196902] , weight =  tensor([0.4000, 0.6000])

--------------- EPISODE 4 ---------------
[Stats] step = 5242880 FPS = 549.6287842055417
tasks:
objs =  [6532.09273104 4007.21093838] , weight =  tensor([0.6691, 0.3309])
objs =  [4689.27354995 5288.9784352 ] , weight =  tensor([0.0606, 0.9394])
objs =  [6044.98626968 4471.22441383] , weight =  tensor([0.5322, 0.4678])
objs =  [5535.11229816 5057.36164785] , weight =  tensor([0.0606, 0.9394])
objs =  [5535.11229816 5057.36164785] , weight =  tensor([0.8333, 0.1667])
objs =  [6532.09273104 4007.21093838] , weight =  tensor([0.8333, 0.1667])

--------------- EPISODE 5 ---------------
[Stats] step = 5898240 FPS = 539.3275082333985
tasks:
objs =  [7044.71849003 3735.75372507] , weight =  tensor([0.8333, 0.1667])
objs =  [6799.35620381 4420.47698291] , weight =  tensor([0.0606, 0.9394])
objs =  [2993.04109639 5850.68927039] , weight =  tensor([0.3570, 0.6430])
objs =  [5535.11229816 5057.36164785] , weight =  tensor([0.4000, 0.6000])
objs =  [7163.89013368 3507.77593941] , weight =  tensor([0.6691, 0.3309])
objs =  [5535.11229816 5057.36164785] , weight =  tensor([0.2528, 0.7472])

--------------- EPISODE 6 ---------------
[Stats] step = 6553600 FPS = 533.6096214368356
tasks:
objs =  [7496.44709496 3373.99881367] , weight =  tensor([0.8333, 0.1667])
objs =  [7496.44709496 3373.99881367] , weight =  tensor([0.4000, 0.6000])
objs =  [5180.73871552 5250.06181723] , weight =  tensor([0.0606, 0.9394])
objs =  [6799.35620381 4420.47698291] , weight =  tensor([0.2528, 0.7472])
objs =  [7044.71849003 3735.75372507] , weight =  tensor([0.2528, 0.7472])
objs =  [5864.61653724 4973.35650411] , weight =  tensor([0.0606, 0.9394])

--------------- EPISODE 7 ---------------
[Stats] step = 7208960 FPS = 531.4332616538727
tasks:
objs =  [7724.43653215 3043.30634167] , weight =  tensor([0.8333, 0.1667])
objs =  [6541.9480333  4803.03481046] , weight =  tensor([0.2528, 0.7472])
objs =  [6541.9480333  4803.03481046] , weight =  tensor([0.4000, 0.6000])
objs =  [6541.9480333  4803.03481046] , weight =  tensor([0.0606, 0.9394])
objs =  [6990.63138419 4291.2979185 ] , weight =  tensor([0.2528, 0.7472])
objs =  [3750.63369974 5663.53259809] , weight =  tensor([0.2528, 0.7472])

--------------- EPISODE 8 ---------------
[Stats] step = 7864320 FPS = 533.078617861023
tasks:
objs =  [7894.77398131 2891.02267526] , weight =  tensor([0.8333, 0.1667])
objs =  [7186.93887244 4650.25744763] , weight =  tensor([0.5322, 0.4678])
objs =  [7186.93887244 4650.25744763] , weight =  tensor([0.0606, 0.9394])
objs =  [7894.77398131 2891.02267526] , weight =  tensor([0.5322, 0.4678])
objs =  [7186.93887244 4650.25744763] , weight =  tensor([0.2528, 0.7472])
objs =  [7894.77398131 2891.02267526] , weight =  tensor([0.6691, 0.3309])

--------------- EPISODE 9 ---------------
[Stats] step = 8519680 FPS = 532.68635659118
tasks:
objs =  [8112.02293006 2800.67647385] , weight =  tensor([0.8333, 0.1667])
objs =  [7784.5595747  4382.51338419] , weight =  tensor([0.4000, 0.6000])
objs =  [8073.13453597 3283.49708882] , weight =  tensor([0.8333, 0.1667])
objs =  [7018.71171126 4788.75681572] , weight =  tensor([0.0606, 0.9394])
objs =  [6346.35464882 4937.68398261] , weight =  tensor([0.0606, 0.9394])
objs =  [7784.5595747  4382.51338419] , weight =  tensor([0.5322, 0.4678])

--------------- EPISODE 10 ---------------
[Stats] step = 9175040 FPS = 532.853699775911
tasks:
objs =  [8331.62317087 3057.67911296] , weight =  tensor([0.6691, 0.3309])
objs =  [8331.62317087 3057.67911296] , weight =  tensor([0.8333, 0.1667])
objs =  [6244.3017777  5029.12692107] , weight =  tensor([0.0606, 0.9394])
objs =  [8331.62317087 3057.67911296] , weight =  tensor([0.5322, 0.4678])
objs =  [6598.15621601 4875.24525856] , weight =  tensor([0.0606, 0.9394])
objs =  [5874.34969513 5064.0394613 ] , weight =  tensor([0.0606, 0.9394])

--------------- EPISODE 11 ---------------
[Stats] step = 9830400 FPS = 528.0851597676624
tasks:
objs =  [8542.98299713 2820.60848709] , weight =  tensor([0.6691, 0.3309])
objs =  [8542.98299713 2820.60848709] , weight =  tensor([0.5322, 0.4678])
objs =  [8542.98299713 2820.60848709] , weight =  tensor([0.8333, 0.1667])
objs =  [3011.47649059 5816.662731  ] , weight =  tensor([0.7776, 0.2224])
objs =  [8265.07022652 3511.88976664] , weight =  tensor([0.8333, 0.1667])
objs =  [2993.04109639 5850.68927039] , weight =  tensor([0.6250, 0.3750])

--------------- EPISODE 12 ---------------
[Stats] step = 10485760 FPS = 522.4661864170215
tasks:
objs =  [8752.02794476 3021.19929377] , weight =  tensor([0.8333, 0.1667])
objs =  [8624.15236679 3129.92649101] , weight =  tensor([0.5322, 0.4678])
objs =  [8752.02794476 3021.19929377] , weight =  tensor([0.5322, 0.4678])
objs =  [8752.02794476 3021.19929377] , weight =  tensor([0.6691, 0.3309])
objs =  [8752.02794476 3021.19929377] , weight =  tensor([0.4000, 0.6000])
objs =  [8736.88403401 2890.94513623] , weight =  tensor([0.5322, 0.4678])

--------------- EPISODE 13 ---------------
[Stats] step = 11141120 FPS = 515.6433849196824
tasks:
objs =  [8687.28451801 3478.43425075] , weight =  tensor([0.8333, 0.1667])
objs =  [8743.17652067 3445.89585074] , weight =  tensor([0.6691, 0.3309])
objs =  [6346.35464882 4937.68398261] , weight =  tensor([0.2528, 0.7472])
objs =  [7784.5595747  4382.51338419] , weight =  tensor([0.0606, 0.9394])
objs =  [5826.4651025  5122.92963428] , weight =  tensor([0.2528, 0.7472])
objs =  [5874.34969513 5064.0394613 ] , weight =  tensor([0.2528, 0.7472])

--------------- EPISODE 14 ---------------
[Stats] step = 11796480 FPS = 512.6173029044259
[RL] Updates 720, num timesteps 11812864, FPS 512, time 23048.896815538406 
Weights 0.253_0.747, last 10 training episodes: mean/median length 1000.0/1000.0, mean/median reward 5231.3/5231.5, min/max reward 5212.8/5250.6
[RL] Updates 725, num timesteps 11894784, FPS 512, time 23207.18923330307 
Weights 0.253_0.747, last 10 training episodes: mean/median length 913.9/1000.0, mean/median reward 4798.7/5263.3, min/max reward 596.5/5277.4
[RL] Updates 730, num timesteps 11976704, FPS 512, time 23372.392755031586 
Weights 0.253_0.747, last 10 training episodes: mean/median length 1000.0/1000.0, mean/median reward 5283.2/5284.0, min/max reward 5277.2/5288.3
--------------- EPISODE 0 ---------------
[Stats] step = 0 FPS = 0.0
tasks:
objs =  [2966.65666551 5624.96135231] , weight =  tensor([0.2000, 0.8000])
objs =  [3380.36976106 3400.30146511] , weight =  tensor([0.6691, 0.3309])
objs =  [2966.65666551 5624.96135231] , weight =  tensor([0.6250, 0.3750])
objs =  [2966.65666551 5624.96135231] , weight =  tensor([0.4916, 0.5084])
objs =  [2966.65666551 5624.96135231] , weight =  tensor([0.3570, 0.6430])
objs =  [3380.36976106 3400.30146511] , weight =  tensor([0.8333, 0.1667])

--------------- EPISODE 1 ---------------
[Stats] step = 3276800 FPS = 646.8400195045042
tasks:
objs =  [4761.57581694 3604.06309485] , weight =  tensor([0.6691, 0.3309])
objs =  [3248.66128669 5720.4303516 ] , weight =  tensor([0.9835, 0.0165])
objs =  [2985.46894853 5823.01759565] , weight =  tensor([0.2000, 0.8000])
objs =  [3380.36976106 3400.30146511] , weight =  tensor([0.0606, 0.9394])
objs =  [4761.57581694 3604.06309485] , weight =  tensor([0.4000, 0.6000])
objs =  [4761.57581694 3604.06309485] , weight =  tensor([0.2528, 0.7472])

--------------- EPISODE 2 ---------------
[Stats] step = 3932160 FPS = 600.0696935871676
tasks:
objs =  [5222.86479562 3987.28083492] , weight =  tensor([0.8333, 0.1667])
objs =  [4706.60539906 4792.42404318] , weight =  tensor([0.5322, 0.4678])
objs =  [2993.04109639 5850.68927039] , weight =  tensor([0.2000, 0.8000])
objs =  [4706.60539906 4792.42404318] , weight =  tensor([0.2528, 0.7472])
objs =  [4706.60539906 4792.42404318] , weight =  tensor([0.4000, 0.6000])
objs =  [3085.03129069 5818.67612143] , weight =  tensor([0.7776, 0.2224])

--------------- EPISODE 3 ---------------
[Stats] step = 4587520 FPS = 569.8048907092248
tasks:
objs =  [4223.6598105  5503.99145154] , weight =  tensor([0.0606, 0.9394])
objs =  [6101.21096    3486.24196902] , weight =  tensor([0.5322, 0.4678])
objs =  [6101.21096    3486.24196902] , weight =  tensor([0.8333, 0.1667])
objs =  [5520.41919925 4814.75363002] , weight =  tensor([0.4000, 0.6000])
objs =  [4223.6598105  5503.99145154] , weight =  tensor([0.4000, 0.6000])
objs =  [6101.21096    3486.24196902] , weight =  tensor([0.4000, 0.6000])

--------------- EPISODE 4 ---------------
[Stats] step = 5242880 FPS = 549.6287842055417
tasks:
objs =  [6532.09273104 4007.21093838] , weight =  tensor([0.6691, 0.3309])
objs =  [4689.27354995 5288.9784352 ] , weight =  tensor([0.0606, 0.9394])
objs =  [6044.98626968 4471.22441383] , weight =  tensor([0.5322, 0.4678])
objs =  [5535.11229816 5057.36164785] , weight =  tensor([0.0606, 0.9394])
objs =  [5535.11229816 5057.36164785] , weight =  tensor([0.8333, 0.1667])
objs =  [6532.09273104 4007.21093838] , weight =  tensor([0.8333, 0.1667])

--------------- EPISODE 5 ---------------
[Stats] step = 5898240 FPS = 539.3275082333985
tasks:
objs =  [7044.71849003 3735.75372507] , weight =  tensor([0.8333, 0.1667])
objs =  [6799.35620381 4420.47698291] , weight =  tensor([0.0606, 0.9394])
objs =  [2993.04109639 5850.68927039] , weight =  tensor([0.3570, 0.6430])
objs =  [5535.11229816 5057.36164785] , weight =  tensor([0.4000, 0.6000])
objs =  [7163.89013368 3507.77593941] , weight =  tensor([0.6691, 0.3309])
objs =  [5535.11229816 5057.36164785] , weight =  tensor([0.2528, 0.7472])

--------------- EPISODE 6 ---------------
[Stats] step = 6553600 FPS = 533.6096214368356
tasks:
objs =  [7496.44709496 3373.99881367] , weight =  tensor([0.8333, 0.1667])
objs =  [7496.44709496 3373.99881367] , weight =  tensor([0.4000, 0.6000])
objs =  [5180.73871552 5250.06181723] , weight =  tensor([0.0606, 0.9394])
objs =  [6799.35620381 4420.47698291] , weight =  tensor([0.2528, 0.7472])
objs =  [7044.71849003 3735.75372507] , weight =  tensor([0.2528, 0.7472])
objs =  [5864.61653724 4973.35650411] , weight =  tensor([0.0606, 0.9394])

--------------- EPISODE 7 ---------------
[Stats] step = 7208960 FPS = 531.4332616538727
tasks:
objs =  [7724.43653215 3043.30634167] , weight =  tensor([0.8333, 0.1667])
objs =  [6541.9480333  4803.03481046] , weight =  tensor([0.2528, 0.7472])
objs =  [6541.9480333  4803.03481046] , weight =  tensor([0.4000, 0.6000])
objs =  [6541.9480333  4803.03481046] , weight =  tensor([0.0606, 0.9394])
objs =  [6990.63138419 4291.2979185 ] , weight =  tensor([0.2528, 0.7472])
objs =  [3750.63369974 5663.53259809] , weight =  tensor([0.2528, 0.7472])

--------------- EPISODE 8 ---------------
[Stats] step = 7864320 FPS = 533.078617861023
tasks:
objs =  [7894.77398131 2891.02267526] , weight =  tensor([0.8333, 0.1667])
objs =  [7186.93887244 4650.25744763] , weight =  tensor([0.5322, 0.4678])
objs =  [7186.93887244 4650.25744763] , weight =  tensor([0.0606, 0.9394])
objs =  [7894.77398131 2891.02267526] , weight =  tensor([0.5322, 0.4678])
objs =  [7186.93887244 4650.25744763] , weight =  tensor([0.2528, 0.7472])
objs =  [7894.77398131 2891.02267526] , weight =  tensor([0.6691, 0.3309])

--------------- EPISODE 9 ---------------
[Stats] step = 8519680 FPS = 532.68635659118
tasks:
objs =  [8112.02293006 2800.67647385] , weight =  tensor([0.8333, 0.1667])
objs =  [7784.5595747  4382.51338419] , weight =  tensor([0.4000, 0.6000])
objs =  [8073.13453597 3283.49708882] , weight =  tensor([0.8333, 0.1667])
objs =  [7018.71171126 4788.75681572] , weight =  tensor([0.0606, 0.9394])
objs =  [6346.35464882 4937.68398261] , weight =  tensor([0.0606, 0.9394])
objs =  [7784.5595747  4382.51338419] , weight =  tensor([0.5322, 0.4678])

--------------- EPISODE 10 ---------------
[Stats] step = 9175040 FPS = 532.853699775911
tasks:
objs =  [8331.62317087 3057.67911296] , weight =  tensor([0.6691, 0.3309])
objs =  [8331.62317087 3057.67911296] , weight =  tensor([0.8333, 0.1667])
objs =  [6244.3017777  5029.12692107] , weight =  tensor([0.0606, 0.9394])
objs =  [8331.62317087 3057.67911296] , weight =  tensor([0.5322, 0.4678])
objs =  [6598.15621601 4875.24525856] , weight =  tensor([0.0606, 0.9394])
objs =  [5874.34969513 5064.0394613 ] , weight =  tensor([0.0606, 0.9394])

--------------- EPISODE 11 ---------------
[Stats] step = 9830400 FPS = 528.0851597676624
tasks:
objs =  [8542.98299713 2820.60848709] , weight =  tensor([0.6691, 0.3309])
objs =  [8542.98299713 2820.60848709] , weight =  tensor([0.5322, 0.4678])
objs =  [8542.98299713 2820.60848709] , weight =  tensor([0.8333, 0.1667])
objs =  [3011.47649059 5816.662731  ] , weight =  tensor([0.7776, 0.2224])
objs =  [8265.07022652 3511.88976664] , weight =  tensor([0.8333, 0.1667])
objs =  [2993.04109639 5850.68927039] , weight =  tensor([0.6250, 0.3750])

--------------- EPISODE 12 ---------------
[Stats] step = 10485760 FPS = 522.4661864170215
tasks:
objs =  [8752.02794476 3021.19929377] , weight =  tensor([0.8333, 0.1667])
objs =  [8624.15236679 3129.92649101] , weight =  tensor([0.5322, 0.4678])
objs =  [8752.02794476 3021.19929377] , weight =  tensor([0.5322, 0.4678])
objs =  [8752.02794476 3021.19929377] , weight =  tensor([0.6691, 0.3309])
objs =  [8752.02794476 3021.19929377] , weight =  tensor([0.4000, 0.6000])
objs =  [8736.88403401 2890.94513623] , weight =  tensor([0.5322, 0.4678])

--------------- EPISODE 13 ---------------
[Stats] step = 11141120 FPS = 515.6433849196824
tasks:
objs =  [8687.28451801 3478.43425075] , weight =  tensor([0.8333, 0.1667])
objs =  [8743.17652067 3445.89585074] , weight =  tensor([0.6691, 0.3309])
objs =  [6346.35464882 4937.68398261] , weight =  tensor([0.2528, 0.7472])
objs =  [7784.5595747  4382.51338419] , weight =  tensor([0.0606, 0.9394])
objs =  [5826.4651025  5122.92963428] , weight =  tensor([0.2528, 0.7472])
objs =  [5874.34969513 5064.0394613 ] , weight =  tensor([0.2528, 0.7472])

--------------- EPISODE 14 ---------------
[Stats] step = 11796480 FPS = 512.6173029044259
tasks:
objs =  [9049.45767454 3295.66331682] , weight =  tensor([0.8333, 0.1667])
objs =  [8687.28451801 3478.43425075] , weight =  tensor([0.2528, 0.7472])
objs =  [9049.45767454 3295.66331682] , weight =  tensor([0.5322, 0.4678])
objs =  [5854.80873253 4955.16802994] , weight =  tensor([0.0606, 0.9394])
objs =  [8687.28451801 3478.43425075] , weight =  tensor([0.5322, 0.4678])
objs =  [6383.12433055 5037.42514768] , weight =  tensor([0.0606, 0.9394])

--------------- EPISODE 15 ---------------
[Stats] step = 12451840 FPS = 510.27320632864183
tasks:
objs =  [9267.15834372 3097.47616413] , weight =  tensor([0.8333, 0.1667])
objs =  [9267.15834372 3097.47616413] , weight =  tensor([0.4000, 0.6000])
objs =  [9065.25883742 3525.64109262] , weight =  tensor([0.6691, 0.3309])
objs =  [5823.3536652  5170.97811787] , weight =  tensor([0.0606, 0.9394])
objs =  [9267.15834372 3097.47616413] , weight =  tensor([0.6691, 0.3309])
objs =  [9065.25883742 3525.64109262] , weight =  tensor([0.5322, 0.4678])

--------------- EPISODE 16 ---------------
[Stats] step = 13107200 FPS = 507.8322931858755
tasks:
objs =  [9296.15141676 3297.07009583] , weight =  tensor([0.8333, 0.1667])
objs =  [9182.20803443 3507.43366059] , weight =  tensor([0.4000, 0.6000])
objs =  [8917.67226636 3642.25015344] , weight =  tensor([0.2528, 0.7472])
objs =  [9182.20803443 3507.43366059] , weight =  tensor([0.2528, 0.7472])
objs =  [9182.20803443 3507.43366059] , weight =  tensor([0.5322, 0.4678])
objs =  [5705.8214973  5203.01460206] , weight =  tensor([0.0606, 0.9394])

--------------- EPISODE 17 ---------------
[Stats] step = 13762560 FPS = 505.55466537445807
tasks:
objs =  [9404.50905011 3201.30122517] , weight =  tensor([0.8333, 0.1667])
objs =  [8644.93715918 3974.07027432] , weight =  tensor([0.4000, 0.6000])
objs =  [8644.93715918 3974.07027432] , weight =  tensor([0.2528, 0.7472])
objs =  [9156.14165097 3648.93453144] , weight =  tensor([0.6691, 0.3309])
objs =  [9156.14165097 3648.93453144] , weight =  tensor([0.4000, 0.6000])
objs =  [8880.26941792 3812.26745587] , weight =  tensor([0.4000, 0.6000])

--------------- EPISODE 18 ---------------
[Stats] step = 14417920 FPS = 503.58510728832374
tasks:
objs =  [9254.29791334 3546.45183255] , weight =  tensor([0.8333, 0.1667])
objs =  [8454.36809331 4152.20951048] , weight =  tensor([0.2528, 0.7472])
objs =  [9156.14165097 3648.93453144] , weight =  tensor([0.0606, 0.9394])
objs =  [8898.34669776 3883.81524347] , weight =  tensor([0.0606, 0.9394])
objs =  [9254.29791334 3546.45183255] , weight =  tensor([0.6691, 0.3309])
objs =  [5705.8214973  5203.01460206] , weight =  tensor([0.2528, 0.7472])
